id	url	source	notes
33	https://jobs.ashbyhq.com/Superhuman%20Platform%20Inc/aef94d39-33b0-4fd9-9a50-abbcbe2a353c	Pipeline	Coda (Superhuman) - Senior Customer Success Manager
34	https://jobs.ashbyhq.com/Superhuman%20Platform%20Inc/93031622-0101-4fde-93b2-b27e04793785	Pipeline	Coda (Superhuman) - Senior Account Based Marketing Manager
35	https://jobs.ashbyhq.com/Superhuman%20Platform%20Inc/5ab66347-bba9-4cc3-8439-4f4028ebd504	Pipeline	Coda (Superhuman) - Partner Technical Enablement Manager
39	https://jobs.ashbyhq.com/ClassDojo/14d07a37-2830-4b96-b871-89332f638199	Pipeline	ClassDojo - Product Marketing Lead, Consumer
40	https://jobs.ashbyhq.com/ClassDojo/958802d6-b30b-4d4f-8d38-a8436af2f5e8	Pipeline	ClassDojo - B2B Content & Thought Leadership Strategist (Contract)
41	https://jobs.ashbyhq.com/instructure/af847468-e737-49cb-8ad5-d54875694199	Pipeline	Instructure (Canvas LMS) - Assessment Item Writer/Editor (CONTRACT)
42	https://jobs.ashbyhq.com/instructure/607c1938-d24f-4bd8-9c86-5992d2e16a10	Pipeline	Instructure (Canvas LMS) - Customer Success Representative (Inbound)
43	https://jobs.ashbyhq.com/instructure/4c3d1cac-4d7d-47fd-9e70-ba92f419551e	Pipeline	Instructure (Canvas LMS) - Partner Success Manager
44	https://jobs.ashbyhq.com/sweedpos.com/6cc5829f-a393-4a4f-97de-ef8a7e85cd66	Pipeline	Sweed (SweedPOS) - Senior Brand & Marketing Designer
45	https://jobs.ashbyhq.com/Superhuman%20Platform%20Inc/9851d6df-1f29-44ae-8ab3-943554249469	Pipeline	Coda (Superhuman) - Performance Marketing Lead, Paid Social, Display & Video
46	https://jobs.ashbyhq.com/hims-and-hers/628282ac-35f0-49d8-84e0-afc90bdf8d0a	Pipeline	Hims & Hers - Director, Paid Social Performance Marketing
47	https://jobs.ashbyhq.com/hims-and-hers/6dd29fcd-635c-4add-8c5e-ad2510d99272	Pipeline	Hims & Hers - Director, Product Communications (Hims)
48	https://jobs.ashbyhq.com/hims-and-hers/3f801346-9b06-4333-ba34-e7bc09454c3d	Pipeline	Hims & Hers - Director, Product Communications (Hers)
49	https://jobs.ashbyhq.com/classdojo/2761f47a-24e1-4b22-9a7a-3f059cfb3370	Pipeline	ClassDojo - Strategy and Operations Lead, Tutor
50	https://jobs.ashbyhq.com/classdojo/ee003035-bd6b-4814-8550-83a2c8db33e8	Pipeline	ClassDojo - District Partnerships Manager
51	https://jobs.ashbyhq.com/classdojo/e454b47a-ae81-4439-b110-0c7bc9672bfa	Pipeline	ClassDojo - Recruiting Coordinator (Contract)
52	https://jobs.ashbyhq.com/magicschool/a879f58d-4479-4886-86f2-5ac62108958b	Pipeline	MagicSchool AI - Senior Customer Success Revenue Operations Manager
53	https://jobs.lever.co/fi/ef069e3b-ecea-4ab7-82cb-79880be964d0	Pipeline	Fi Smart Dog Collar - Customer Experience Agent, HQ
54	https://jobs.lever.co/rover/7b202950-e237-4f6a-b448-7949ebd6b72f	Pipeline	Rover - Director, FP&A - Growth
55	https://jobs.lever.co/rover/8405728c-29ce-4929-b837-1dbfbf15804a	Pipeline	Rover - Director, Global Provider GTM
56	https://jobs.lever.co/rover/39d3ac92-277f-40f9-86cc-fdb5bc8d4bb1	Pipeline	Rover - Director, Provider Product Marketing
57	https://jobs.lever.co/rover/7d0a9995-f26f-4cc0-99c6-d7a93b89a45b	Pipeline	Rover - Senior Marketing Manager
58	https://jobs.lever.co/ppfa/35a4f5c7-cdc5-4b43-bf96-8c34cd2634f6	Pipeline	Planned Parenthood - Associate Director, Strategic Communications
59	https://jobs.lever.co/ppfa/390f1ca1-4635-49b2-9057-6b4f0d584aeb	Pipeline	Planned Parenthood - Senior Specialist, Grants and Compliance
60	https://jobs.lever.co/ppfa/69d3b6da-edb1-427b-86bc-721570a7b6b4	Pipeline	Planned Parenthood - Specialist, Learning and Leadership Development
61	https://job-boards.greenhouse.io/hs/jobs/7792678	Pipeline	Headspace - Billing Specialist
62	https://job-boards.greenhouse.io/hs/jobs/7908962	Pipeline	Headspace - Director, AI Enablement
63	https://job-boards.greenhouse.io/hs/jobs/7894753	Pipeline	Headspace - Director, B2B Product Marketing
64	https://job-boards.greenhouse.io/hs/jobs/4723824	Pipeline	Headspace - Join our Talent Community as an Online Mental Health Coach!
65	https://job-boards.greenhouse.io/hs/jobs/4723816	Pipeline	Headspace - Join our Talent Community as a Part Time Therapist!
66	https://job-boards.greenhouse.io/hs/jobs/7958129	Pipeline	Headspace - Senior Member Marketing Manager
67	https://job-boards.greenhouse.io/hs/jobs/7968223	Pipeline	Headspace - Senior Product Scientist (Marketing Intelligence)
68	https://job-boards.greenhouse.io/betterhelpcom/jobs/5198710008	Pipeline	BetterHelp - Clinical Quality Assurance Specialist
69	https://job-boards.greenhouse.io/betterhelpcom/jobs/5219734008	Pipeline	BetterHelp - Credentialing Specialist
70	https://job-boards.greenhouse.io/betterhelpcom/jobs/5148474008	Pipeline	BetterHelp - Director, International Marketing
71	https://job-boards.greenhouse.io/betterhelpcom/jobs/5231107008	Pipeline	BetterHelp - Provider Acquisition Specialist
72	https://job-boards.greenhouse.io/betterhelpcom/jobs/5222761008	Pipeline	BetterHelp - Senior Manager of Provider Brand and Integrated Marketing
73	https://job-boards.greenhouse.io/betterhelpcom/jobs/5202313008	Pipeline	BetterHelp - Senior Manager, US Spanish Growth
74	https://jobs.ashbyhq.com/sondermind/380a79f0-e846-47b1-82d4-314ede42cd9f	Pipeline	SonderMind - Clinical Quality Specialist
75	https://jobs.ashbyhq.com/rula/53a8304e-7262-4fb6-a22e-e4048a8d4555	Pipeline	Rula - Healthcare Partnerships Manager (Remote - San Francisco Bay Area)
76	https://jobs.ashbyhq.com/rula/d6926259-4002-44fd-a24d-57a88d804eb8	Pipeline	Rula - Revenue Operations Manager (Remote)
77	https://jobs.ashbyhq.com/rula/1fa45e2c-f1b3-49af-a0ee-17c560cfed77	Pipeline	Rula - Sr. Operations Analytics Manager (Remote)
78	https://jobs.ashbyhq.com/rula/0cbca97b-d107-42ce-aec8-a5d113c9bbad	Pipeline	Rula - Sr. Healthcare Partnerships Associate (Remote - South Florida)
79	https://jobs.ashbyhq.com/rula/7ec5e847-a240-4e02-8195-43859e49b506	Pipeline	Rula - Sr. Partnerships Manager - West Coast (Remote)
80	https://jobs.ashbyhq.com/rula/79e3ab23-545d-42f5-8f3b-b48e782cf559	Pipeline	Rula - Sales Advisor (Remote)
81	https://jobs.ashbyhq.com/rula/4649e5b2-8d79-4efc-9c0c-4c15cc562917	Pipeline	Rula - Psychiatric Patient Programs Specialist (Remote)
82	https://jobs.ashbyhq.com/grow-therapy/de960516-8189-4483-be53-db2234158a2a	Pipeline	Grow Therapy - Program Manager, AI Operations Enablement
83	https://jobs.ashbyhq.com/grow-therapy/66896dff-f0e1-4fe6-b9ff-3d425f2a542c	Pipeline	Grow Therapy - Specialist III, Enrollment Operations
84	https://jobs.ashbyhq.com/grow-therapy/5df25d78-a2e8-427b-9b6f-1370fdda8f50	Pipeline	Grow Therapy - Senior Technical Program Manager
85	https://jobs.ashbyhq.com/grow-therapy/76b14f89-f722-4066-8d7d-18300261e959	Pipeline	Grow Therapy - Senior Technical Program Manager - Internal Foundations
86	https://jobs.ashbyhq.com/grow-therapy/9a88e06a-243a-478d-8b06-677b2b86b5a2	Pipeline	Grow Therapy - Senior People Business Partner
88	https://job-boards.greenhouse.io/thedutchie/jobs/8555032002	Pipeline	Dutchie - Enterprise Customer Success Manager
89	https://job-boards.greenhouse.io/thedutchie/jobs/8577622002	Pipeline	Dutchie - Implementation Strategist
90	https://jobs.lever.co/activecampaign/a341b1cc-b3fb-4f0f-b05a-29c20789b13b	Pipeline	ActiveCampaign - Customer Experience Specialist - English
91	https://jobs.lever.co/activecampaign/197faf2d-6134-4ef0-9258-656fb2ecc2a8	Pipeline	ActiveCampaign - Customer Experience Specialist - German
92	https://jobs.lever.co/activecampaign/256d08a8-09c2-4a96-bc63-1d37f9cf7c2d	Pipeline	ActiveCampaign - Customer Experience Specialist - Italian
93	https://jobs.lever.co/activecampaign/daa37a01-d267-440e-b52f-305f34b8bb3e	Pipeline	ActiveCampaign - Customer Experience Specialist - Portuguese
95	https://jobs.lever.co/activecampaign/1e2c06b3-449a-4c5a-8ef1-6d6750c74e34	Pipeline	ActiveCampaign - People Coordinator
96	https://job-boards.greenhouse.io/nabis/jobs/6009617004	Pipeline	Nabis - Customer Experience Associate
97	https://job-boards.greenhouse.io/nabis/jobs/6008796004	Pipeline	Nabis - Human Resources Business Partner
98	https://job-boards.greenhouse.io/nabis/jobs/6014599004	Pipeline	Nabis - Operations Manager
99	https://job-boards.greenhouse.io/nabis/jobs/5813235004	Pipeline	Nabis - Operations Manager
100	https://job-boards.greenhouse.io/nabis/jobs/5986766004	Pipeline	Nabis - Operations Manager - Bronx
101	https://job-boards.greenhouse.io/nabis/jobs/5825882004	Pipeline	Nabis - Operations Supervisor-  Bronx
102	https://job-boards.greenhouse.io/nabis/jobs/5995049004	Pipeline	Nabis - Operations Supervisor- LA
103	https://job-boards.greenhouse.io/nabis/jobs/5921161004	Pipeline	Nabis - Senior Operations Manager
104	https://job-boards.greenhouse.io/nabis/jobs/5972820004	Pipeline	Nabis - Senior Operations Manager- Rochester (Relocation Assistance Available)
105	https://job-boards.greenhouse.io/gongio/jobs/4681054006	Pipeline	Gong - Director, Content Marketing
106	https://job-boards.greenhouse.io/gongio/jobs/4678879006	Pipeline	Gong - Enterprise Growth Revenue Architect
107	https://job-boards.greenhouse.io/gongio/jobs/4666929006	Pipeline	Gong - GTM Data Architect
108	https://job-boards.greenhouse.io/gongio/jobs/4647899006	Pipeline	Gong - Principal Product Marketing Manager
109	https://job-boards.greenhouse.io/gongio/jobs/4668642006	Pipeline	Gong - RevOps Manager, Territory Strategy & Operations
110	https://job-boards.greenhouse.io/gongio/jobs/4676683006	Pipeline	Gong - Senior GTM Automation & Systems Manager
111	https://job-boards.greenhouse.io/gongio/jobs/4674548006	Pipeline	Gong - Senior IT Services Specialist I
112	https://job-boards.greenhouse.io/gongio/jobs/4670735006	Pipeline	Gong - Sr. Design Manager, Brand Creative
114	https://job-boards.greenhouse.io/gongio/jobs/4674642006	Pipeline	Gong - Sr. Marketing Analytics Manager
115	https://jobs.ashbyhq.com/zapier/f1dfbcc1-cd0e-43b1-a0d1-568a71d79d68	Pipeline	Zapier - Talent Community Form
116	https://jobs.ashbyhq.com/zapier/45b2c110-f8e0-497a-914c-72fddf447ed0	Pipeline	Zapier - Automation Strategist (Customer Success)
117	https://jobs.ashbyhq.com/zapier/1b2cca86-4645-4891-b90b-74b00aeb483f	Pipeline	Zapier - Director, Product Marketing
118	https://jobs.ashbyhq.com/zapier/a00b98bf-60ff-4959-b748-473542c8991c	Pipeline	Zapier - Sr. Virtual Programs Specialist
119	https://jobs.ashbyhq.com/zapier/09eb1ac8-2a49-44e0-8463-bfa6e72000cf	Pipeline	Zapier - Senior Manager, Marketing Operations
252	https://job-boards.greenhouse.io/personalizedbeautydiscoveryincdbaipsy/jobs/5204866008	Pipeline	Ipsy / BFA Industries - Brand Partnership Coordinator
253	https://job-boards.greenhouse.io/personalizedbeautydiscoveryincdbaipsy/jobs/5227082008	Pipeline	Ipsy / BFA Industries - Brand Partnerships Manager
254	https://job-boards.greenhouse.io/personalizedbeautydiscoveryincdbaipsy/jobs/5153758008	Pipeline	Ipsy / BFA Industries - Director, E-Commerce Growth and Marketplace Partnerships
255	https://job-boards.greenhouse.io/personalizedbeautydiscoveryincdbaipsy/jobs/5203976008	Pipeline	Ipsy / BFA Industries - Shipping Operations Business Analyst
256	https://job-boards.greenhouse.io/personalizedbeautydiscoveryincdbaipsy/jobs/5198388008	Pipeline	Ipsy / BFA Industries - Talent & Development Partner
257	https://jobs.ashbyhq.com/hims-and-hers/59cb89e2-3ba6-41d3-b560-749abe0f9e18	Pipeline	Hims & Hers - Specialist, Workplace Health & Safety (WHS)
258	https://jobs.ashbyhq.com/hims-and-hers/e1e8606c-5b49-48b6-ba8f-a9b789b3688c	Pipeline	Hims & Hers - Inventory Control Specialist
259	https://jobs.ashbyhq.com/hims-and-hers/15353345-f11a-4034-b544-80f1658d21ca	Pipeline	Hims & Hers - Environmental Monitoring (EM) Specialist (Nights)
260	https://jobs.ashbyhq.com/hims-and-hers/93366d64-6ca5-4f37-9e96-e7b8c4b623b3	Pipeline	Hims & Hers - Operations Manager (Days)
261	https://jobs.ashbyhq.com/hims-and-hers/81e96ac3-1487-4f6e-81cc-f94f8da5fa0d	Pipeline	Hims & Hers - Operations Manager (Nights)
262	https://jobs.ashbyhq.com/hims-and-hers/f5d6d49b-a690-4e49-8f53-d3859e92955a	Pipeline	Hims & Hers - Environmental Monitoring (EM) Specialist
263	https://jobs.ashbyhq.com/hims-and-hers/1d771e0a-facf-44ac-a3fa-a7f9344482ab	Pipeline	Hims & Hers - Sr. Technical Program Manager
264	https://jobs.ashbyhq.com/hims-and-hers/566b85b4-f530-4aaa-924e-2505620ebc90	Pipeline	Hims & Hers - Staff Analyst, Operations
265	https://jobs.ashbyhq.com/hims-and-hers/cb8d3f9b-6013-4ddd-b94f-6597cb339d82	Pipeline	Hims & Hers - Employer Brand Program Manager
266	https://jobs.ashbyhq.com/hims-and-hers/94bb6aa2-9846-4749-af12-efbc6e6a1134	Pipeline	Hims & Hers - Sr. Manager, Non-Sterile Compounding Operations
267	https://jobs.ashbyhq.com/hims-and-hers/4fed4f1d-fdfa-4617-9af4-f013446f6a6e	Pipeline	Hims & Hers - Quality Control Specialist, Sterile (Night Shift)
268	https://jobs.ashbyhq.com/hims-and-hers/ae27778e-3eaa-436b-880f-1cb37466cb7a	Pipeline	Hims & Hers - Quality Control Specialist (Night Shift)
269	https://remoteOK.com/remote-jobs/remote-patient-intake-specialist-aveanna-healthcare-1132996	Pipeline	Aveanna Healthcare - Patient Intake Specialist
270	https://remoteOK.com/remote-jobs/remote-marketing-coordinator-rocky-talkie-1132905	Pipeline	Rocky Talkie - Marketing Coordinator
271	https://remoteOK.com/remote-jobs/remote-implementation-specialist-dossier-digital-competency-management-1132904	Pipeline	Dossier - Digital Competency Management - Implementation Specialist
272	https://remoteOK.com/remote-jobs/remote-executive-director-k12-academic-partnerships-dreamscape-learn-1132896	Pipeline	Dreamscape Learn - Executive Director K12 Academic Partnerships
273	https://remoteOK.com/remote-jobs/remote-team-member-cold-end-saint-gobain-group-in-india-1132910	Pipeline	Saint-Gobain Group in India - TEAM MEMBER COLD END
274	https://remoteOK.com/remote-jobs/remote-administrative-coordinator-uppalcorp-1132901	Pipeline	UppalCorp - Administrative Coordinator
275	https://remoteOK.com/remote-jobs/remote-onboarding-specialist-ezcater-1132855	Pipeline	ezCater - Onboarding Specialist
276	https://remoteOK.com/remote-jobs/remote-data-entry-specialist-assistant-administrator-recruitlytic-hires-1132888	Pipeline	RecruitLytic Hires - Data Entry Specialist Assistant Administrator
277	https://remoteOK.com/remote-jobs/remote-care-coordinator-sondermind-1132858	Pipeline	SonderMind - Care Coordinator
278	https://remoteOK.com/remote-jobs/remote-learning-amp-development-specialist-nestle-health-science-1132856	Pipeline	NestlÃ© Health Science - Learning &amp; Development Specialist
279	https://weworkremotely.com/remote-jobs/acerto-analista-de-crm-pleno-jornada	Pipeline	Acerto - Analista de CRM Pleno - Jornada
280	https://weworkremotely.com/remote-jobs/smartbug-media-point-sucess-globalia-crm-strategist	Pipeline	Smartbug Media/Point Sucess/Globalia - CRM Strategist
281	https://weworkremotely.com/remote-jobs/animalz-senior-content-marketer-seo	Pipeline	Animalz - Senior Content Marketer, SEO
282	https://weworkremotely.com/remote-jobs/compass-business-solutions-marketing-specialist	Pipeline	Compass Business Solutions - Marketing Specialist
283	https://weworkremotely.com/remote-jobs/runway-b2b-marketing-director	Pipeline	Runway - B2B Marketing Director
284	https://weworkremotely.com/remote-jobs/adoreal-web-development-manager-marketing-webflow	Pipeline	Adoreal - Web Development Manager (Marketing & Webflow)
285	https://weworkremotely.com/remote-jobs/dinepalace-com-foodme-mobi-sales-manager-saas-social-media-marketing-philippines	Pipeline	DinePalace.com / Foodme.Mobi - Sales Manager  (SaaS & Social Media Marketing)  - Philippines
286	https://weworkremotely.com/remote-jobs/the-careside-performance-marketing-specialist	Pipeline	The CareSide - Performance Marketing Specialist
287	https://weworkremotely.com/remote-jobs/forager-growth-lead	Pipeline	Forager - Growth Lead
290	https://remotive.com/remote-jobs/customer-service/customer-operations-writing-specialist-2090942	Pipeline	Clerky, Inc. - Customer Operations & Writing Specialist
292	https://jobicy.com/jobs/145648-principal-marketing-analytics	Pipeline	Remote - Principal, Marketing Analytics
293	https://himalayas.app/companies/evolent/jobs/sr-analyst-growth	Pipeline	Evolent - Sr. Analyst, Growth
295	https://himalayas.app/companies/evercommerce/jobs/everhealth-senior-growth-marketing-manager-remote-us	Pipeline	EverCommerce - EverHealth - Senior Growth Marketing Manager (Remote, US)
303	https://www.realworkfromanywhere.com/jobs/expert-advisor-commercial-print-technology-expert-webfx-4739	Pipeline	Real Work From Anywhere — Marketing - Expert Advisor: Commercial Print Technology Expert at WebFX
304	https://www.realworkfromanywhere.com/jobs/senior-enablement-manager-instrumentl-3529	Pipeline	Real Work From Anywhere — Marketing - Senior Enablement Manager at Instrumentl
317	https://www.usajobs.gov:443/job/871668600	Pipeline	Air Combat Command - Marketing and Digital Advertising Specialist
336	https://job-boards.greenhouse.io/justworks/jobs/7939420	Pipeline	Justworks - Job Application for Customer Success Performance Insight Analyst at Justworks
337	https://job-boards.greenhouse.io/mitratech/jobs/7824464	Pipeline	Mitratech - Job Application for Professional Service Consultant II at Mitratech
344	https://job-boards.greenhouse.io/alertmedia/jobs/8467007002?gh_src=0b951b9f2	Pipeline	Alertmedia - Job Application for Product Marketing Manager at AlertMedia
345	https://job-boards.greenhouse.io/twilio/jobs/7923207	Pipeline	Twilio - Job Application for Marketing Analyst, PLG & Self-Serve Analytics at Twilio
349	https://job-boards.greenhouse.io/accuweather/jobs/7914946	Pipeline	Accuweather - Job Application for Revenue Operations Analyst (CRM & Data Systems) at AccuWeather Careers
352	https://job-boards.greenhouse.io/zuora/jobs/7904474?gh_jid=7904474	Pipeline	Zuora - Job Application for Marketing Operations Manager at Zuora
355	https://job-boards.greenhouse.io/mixpanel/jobs/7962972	Pipeline	Mixpanel - Senior Customer Strategy & Operations Manager
362	https://jobs.ashbyhq.com/brightwheel/39911c0b-7120-4acc-a935-b0be941c64a2	Pipeline	Brightwheel - Senior Analyst, GTM Intelligence @ brightwheel
365	https://jobs.ashbyhq.com/Strava/b84257fd-a8a3-48bc-951b-a619b0182cbe	Pipeline	Strava - Lead Marketing Analyst @ Strava
366	https://jobs.ashbyhq.com/assorthealth/53b1214d-3745-4d84-96df-e6f623d67ced	Pipeline	Assorthealth - Senior Event Marketing Manager @ Assort Health
367	https://jobs.ashbyhq.com/Strava/4f41ded9-0352-4190-8e56-8eb349424a95	Pipeline	Strava - Partner Marketing Sciences Lead @ Strava
368	https://jobs.ashbyhq.com/lightspeedhq/d1f14bed-59b2-49f1-8ad8-854aeb90a0bd	Pipeline	Lightspeedhq - Marketing Automation Specialist @ Lightspeed Commerce, Inc.
388	https://ixopay.wd503.myworkdayjobs.com/IXOPAY_Careers/job/USA---Remote/Onboarding-Manager--USA-_JR000020	Pipeline	Workday — Onboarding & Success remote - Onboarding Manager (USA) - Myworkdayjobs.com
390	https://boards.greenhouse.io/unity3d/jobs/7843702	Pipeline	Unity3d - Senior, Technical Content Marketing , Remote, Texas, USA - Unity Careers
391	https://job-boards.greenhouse.io/perfectserve/jobs/5997227004	Pipeline	Perfectserve - Job Application for Manager, Customer Success - US Remote at PerfectServe
395	https://job-boards.greenhouse.io/khanacademy/jobs/7923227	Pipeline	Khan Academy - B2B Customer Lifecycle Marketing Manager, Integrated Marketing (12 months fixed-term)
406	https://careers.duolingo.com/jobs/8448693002?gh_jid=8448693002	Pipeline	Duolingo - Country Marketing Manager, Turkey
407	https://careers.duolingo.com/jobs/8489240002?gh_jid=8489240002	Pipeline	Duolingo - Manager, Strategy and Business Operations
408	https://careers.duolingo.com/jobs/8562780002?gh_jid=8562780002	Pipeline	Duolingo - Performance Marketing Lead
409	https://careers.duolingo.com/jobs/8400553002?gh_jid=8400553002	Pipeline	Duolingo - Product Marketing Manager, Duolingo Math
410	https://careers.duolingo.com/jobs/8524827002?gh_jid=8524827002	Pipeline	Duolingo - Senior Community Manager
411	https://careers.duolingo.com/jobs/8543375002?gh_jid=8543375002	Pipeline	Duolingo - Senior Manager, Scaling Operations
467	https://jobs.ashbyhq.com/classdojo/c62deaa9-8253-49bf-90d7-b2cf875d9058	Pipeline	ClassDojo - Growth Product Lead, Kids
471	https://job-boards.greenhouse.io/renaissancelearning-nam/jobs/5136485008	Pipeline	Nearpod - District Consultant - Hillsborough County
472	https://job-boards.greenhouse.io/renaissancelearning-nam/jobs/5074475008	Pipeline	Nearpod - District Consultant - Part Time -Atlanta
474	https://job-boards.greenhouse.io/renaissancelearning-nam/jobs/5172275008	Pipeline	Nearpod - Part-Time Customer Education Consultant
475	https://job-boards.greenhouse.io/renaissancelearning-nam/jobs/5151113008	Pipeline	Nearpod - Part-Time District Consultant -Baltimore
480	https://job-boards.greenhouse.io/aclu/jobs/8531474002	Pipeline	ACLU - Associate, Digital Marketing & Production [Term-Limited]
482	https://job-boards.greenhouse.io/aclu/jobs/8519316002	Pipeline	ACLU - Earned Media Strategist (Term-Limited)
485	https://job-boards.greenhouse.io/aclu/jobs/8531703002	Pipeline	ACLU - Fall 2027 Marvin M. Karpatkin Fellowship, Racial Justice Program
488	https://job-boards.greenhouse.io/aclu/jobs/8574963002	Pipeline	ACLU - Nationwide Shared Services Program Manager
489	https://job-boards.greenhouse.io/aclu/jobs/8222359002	Pipeline	ACLU - Organizing Strategist
490	https://job-boards.greenhouse.io/aclu/jobs/8550926002	Pipeline	ACLU - Regional Campaign Strategist [Term-Limited]
491	https://job-boards.greenhouse.io/aclu/jobs/8505915002	Pipeline	ACLU - Senior Advisor, Affiliate Strategic Planning
492	https://job-boards.greenhouse.io/aclu/jobs/8438039002	Pipeline	ACLU - Senior Campaign Lead, Democracy
493	https://job-boards.greenhouse.io/aclu/jobs/8516657002	Pipeline	ACLU - Senior Content Strategist (Term-Limited)
496	https://job-boards.greenhouse.io/wikimedia/jobs/7859300	Pipeline	Wikimedia Foundation - Manager, Community Partnerships
500	https://job-boards.greenhouse.io/mozilla/jobs/7983290	Pipeline	Mozilla - Technical Content Marketing Specialist
509	https://jobs.ashbyhq.com/rula/36c48692-0a06-4d31-971c-63ae1f29d391	Pipeline	Rula - Analytics Manager, Partner Insights (Remote)
512	https://jobs.ashbyhq.com/jane/842eef32-6c11-426d-a0b4-f64e03ba2719	Pipeline	Jane Technologies - Senior Product Marketing Manager, Platform
513	https://jobs.ashbyhq.com/jane/415d4bae-698c-4d2c-83e6-9e927a26977c	Pipeline	Jane Technologies - Senior Product Marketing Manager, Payments
515	https://www.klaviyo.com/careers/jobs?gh_jid=7701297003	Pipeline	Klaviyo - Customer Education Specialist
519	https://www.klaviyo.com/careers/jobs?gh_jid=7685123003	Pipeline	Klaviyo - Inbound Growth Specialist
520	https://www.klaviyo.com/careers/jobs?gh_jid=7635660003	Pipeline	Klaviyo - Integrated Marketing Lead - K:Service
524	https://www.klaviyo.com/careers/jobs?gh_jid=7710126003	Pipeline	Klaviyo - Lead Product Marketing Manager - Enterprise
525	https://www.klaviyo.com/careers/jobs?gh_jid=7617363003	Pipeline	Klaviyo - Marketing Operations Lead
526	https://www.klaviyo.com/careers/jobs?gh_jid=7694788003	Pipeline	Klaviyo - Product Owner, GTM Sales Systems
527	https://www.klaviyo.com/careers/jobs?gh_jid=7713169003	Pipeline	Klaviyo - Senior Customer Education Specialist (Training)
528	https://www.klaviyo.com/careers/jobs?gh_jid=7453469003	Pipeline	Klaviyo - Senior Lead Program Manager, Technical Programs
529	https://www.klaviyo.com/careers/jobs?gh_jid=7710023003	Pipeline	Klaviyo - Senior Manager, Mid- Enterprise Partner Sales
530	https://www.klaviyo.com/careers/jobs?gh_jid=7664279003	Pipeline	Klaviyo - Senior Product Marketing Manager - Verticals
533	https://job-boards.greenhouse.io/constantcontact/jobs/7902387	Pipeline	Constant Contact - Senior Revenue Analyst, Customer Success
542	https://job-boards.greenhouse.io/gitlab/jobs/8548105002	Pipeline	GitLab - AI Transformation Owner, Marketing
